Fri, Apr 22, 2022
4:17:30 PM

Temperature (K)	B-Field (Gauss)	sample current AB	sample current AD	sample current AC	sample current BD	sample current -AB	sample current -AD	sample current -AC	sample current -BD	Voltage CD	Voltage BC	Voltage BD	Voltage AC	Voltage -CD	Voltage -BC	Voltage -BD	Voltage -AC	
322.7000000	3070.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0373722	0.0432463	-0.0011342	-0.0128397	-0.0375381	-0.0427487	0.0009309	0.0121697
324.1500000	123.3399963	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0344255	0.0395967	0.0051906	-0.0055858	-0.0343019	-0.0394598	-0.0053399	0.0049570
325.7000000	-2869.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0330436	0.0378355	0.0109965	0.0006401	-0.0327020	-0.0379654	-0.0110831	-0.0012193
327.4500000	3069.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0304493	0.0351427	-0.0009978	-0.0104407	-0.0305989	-0.0349095	0.0006794	0.0098490
329.0000000	122.9599991	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0280809	0.0322933	0.0041491	-0.0045664	-0.0280943	-0.0323124	-0.0043997	0.0040380
330.4000000	-2869.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0269599	0.0309043	0.0088690	0.0004951	-0.0268279	-0.0310784	-0.0090617	-0.0009742
332.2500000	3070.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0249414	0.0287283	-0.0008601	-0.0085311	-0.0251118	-0.0286824	0.0004851	0.0080130
333.7500000	123.0800018	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0230462	0.0264850	0.0033385	-0.0037611	-0.0231503	-0.0266059	-0.0036474	0.0032927
335.2000000	-2869.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0221184	0.0253796	0.0071917	0.0003746	-0.0221521	-0.0256021	-0.0074461	-0.0007863
337.1000000	3070.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0204554	0.0235195	-0.0007403	-0.0069830	-0.0206708	-0.0236166	0.0003316	0.0065098
338.5500000	123.1900024	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0190099	0.0218263	0.0026899	-0.0031001	-0.0191537	-0.0219792	-0.0030328	0.0026897
340.1000000	-2869.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0181832	0.0208840	0.0058445	0.0002725	-0.0183382	-0.0211618	-0.0061377	-0.0006325
341.9000000	3070.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0169573	0.0194603	-0.0006510	-0.0057754	-0.0172042	-0.0196524	0.0002225	0.0053292
343.4000000	123.1999969	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0157325	0.0180642	0.0021801	-0.0025873	-0.0159791	-0.0183343	-0.0025559	0.0022194
344.9000000	-2869.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0150780	0.0173253	0.0047771	0.0001857	-0.0153208	-0.0176532	-0.0051072	-0.0005159
346.7000000	3070.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0140880	0.0161623	-0.0005582	-0.0047968	-0.0143886	-0.0164420	0.0001141	0.0044054
348.1500000	123.0800018	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0131352	0.0150680	0.0017719	-0.0021794	-0.0134128	-0.0153749	-0.0021709	0.0018267
349.7000000	-2869.0000000	0.0009000	0.0009000	0.0009000	0.0009000	-0.0009000	-0.0009000	-0.0009000	-0.0009000	0.0125696	0.0144493	0.0039215	0.0001228	-0.0128767	-0.0148171	-0.0042794	-0.0004274
