Fri, Apr 22, 2022
2:30:10 PM

Temperature (K)	B-Field (Gauss)	sample current AB	sample current AD	sample current AC	sample current BD	sample current -AB	sample current -AD	sample current -AC	sample current -BD	Voltage CD	Voltage BC	Voltage BD	Voltage AC	Voltage -CD	Voltage -BC	Voltage -BD	Voltage -AC	
Fri, Apr 22, 2022
2:36:27 PM

Temperature (K)	B-Field (Gauss)	sample current AB	sample current AD	sample current AC	sample current BD	sample current -AB	sample current -AD	sample current -AC	sample current -BD	Voltage CD	Voltage BC	Voltage BD	Voltage AC	Voltage -CD	Voltage -BC	Voltage -BD	Voltage -AC	
126.4750000	122.8199997	0.0006935	0.0007155	0.0006901	0.0006202	-0.0006885	-0.0007095	-0.0006849	-0.0006161	0.2094471	0.2549322	0.0432979	-0.0283347	-0.2094869	-0.2579850	-0.0453650	0.0299489
127.7750000	-2873.0000000	0.0005172	0.0005330	0.0005135	0.0004636	-0.0005141	-0.0005289	-0.0005107	-0.0004610	0.2069176	0.2432906	-0.3052403	-0.3447566	-0.2071513	-0.2459061	0.3028927	0.3463295
129.4500000	3072.0000000	0.0005055	0.0005207	0.0005025	0.0004528	-0.0005020	-0.0005173	-0.0004987	-0.0004506	0.2041998	0.2598607	0.3767444	0.2703032	-0.2040266	-0.2634436	-0.3784651	-0.2685120
130.7250000	122.9199982	0.0006473	0.0006676	0.0006442	0.0005788	-0.0006428	-0.0006623	-0.0006394	-0.0005752	0.2096772	0.2552801	0.0430878	-0.0288404	-0.2097354	-0.2584117	-0.0452016	0.0304679
131.9800000	-2872.0000000	0.0004895	0.0005042	0.0004860	0.0004385	-0.0004866	-0.0005004	-0.0004833	-0.0004360	0.2075908	0.2445682	-0.2886611	-0.3299897	-0.2078608	-0.2472801	0.2863398	0.3316833
133.5450000	3071.0000000	0.0004791	0.0004933	0.0004763	0.0004290	-0.0004759	-0.0004902	-0.0004727	-0.0004269	0.2049848	0.2603711	0.3612925	0.2559363	-0.2048214	-0.2640198	-0.3631627	-0.2542018
134.8300000	122.8399963	0.0006062	0.0006250	0.0006033	0.0005419	-0.0006020	-0.0006201	-0.0005988	-0.0005386	0.2098869	0.2556241	0.0429605	-0.0292713	-0.2099712	-0.2588082	-0.0451228	0.0309355
136.2250000	-2872.0000000	0.0004636	0.0004775	0.0004604	0.0004151	-0.0004608	-0.0004738	-0.0004577	-0.0004127	0.2081966	0.2457366	-0.2733047	-0.3163389	-0.2085098	-0.2485331	0.2709723	0.3180984
137.9150000	3072.0000000	0.0004531	0.0004664	0.0004504	0.0004054	-0.0004501	-0.0004635	-0.0004470	-0.0004036	0.2057266	0.2608527	0.3461179	0.2418269	-0.2055797	-0.2645637	-0.3481255	-0.2401172
139.2000000	122.6999969	0.0005663	0.0005836	0.0005636	0.0005061	-0.0005625	-0.0005792	-0.0005594	-0.0005031	0.2101099	0.2559760	0.0428025	-0.0297528	-0.2102231	-0.2592297	-0.0450293	0.0314392
140.4750000	-2872.0000000	0.0004390	0.0004521	0.0004361	0.0003930	-0.0004366	-0.0004487	-0.0004336	-0.0003908	0.2087519	0.2468230	-0.2588393	-0.3034915	-0.2090961	-0.2496987	0.2565246	0.3054050
142.0050000	3072.0000000	0.0004300	0.0004425	0.0004275	0.0003847	-0.0004273	-0.0004399	-0.0004243	-0.0003830	0.2063648	0.2612573	0.3327832	0.2294164	-0.2062243	-0.2650376	-0.3349387	-0.2277670
143.3050000	122.6999969	0.0005316	0.0005478	0.0005291	0.0004750	-0.0005282	-0.0005437	-0.0005252	-0.0004723	0.2103163	0.2563071	0.0426936	-0.0301658	-0.2104481	-0.2596220	-0.0449811	0.0318826
144.5850000	-2872.0000000	0.0004169	0.0004292	0.0004141	0.0003730	-0.0004146	-0.0004260	-0.0004118	-0.0003710	0.2092357	0.2477767	-0.2458609	-0.2919618	-0.2096151	-0.2507378	0.2435264	0.2939979
146.1400000	3071.0000000	0.0004085	0.0004202	0.0004061	0.0003652	-0.0004059	-0.0004177	-0.0004030	-0.0003636	0.2069539	0.2616218	0.3203029	0.2178065	-0.2068202	-0.2654731	-0.3225678	-0.2161648
147.4250000	122.6900024	0.0004995	0.0005145	0.0004972	0.0004462	-0.0004964	-0.0005107	-0.0004935	-0.0004437	0.2105206	0.2566287	0.0425891	-0.0305584	-0.2106751	-0.2600232	-0.0449507	0.0323157
148.7250000	-2871.0000000	0.0003960	0.0004076	0.0003933	0.0003541	-0.0003938	-0.0004045	-0.0003910	-0.0003522	0.2096717	0.2486507	-0.2336271	-0.2810713	-0.2100879	-0.2517224	0.2312182	0.2832072
150.2700000	3070.0000000	0.0003879	0.0003989	0.0003857	0.0003467	-0.0003855	-0.0003967	-0.0003827	-0.0003452	0.2074988	0.2619522	0.3084861	0.2068383	-0.2073713	-0.2658940	-0.3108716	-0.2051959
151.5600000	122.7500000	0.0004695	0.0004835	0.0004673	0.0004193	-0.0004665	-0.0004800	-0.0004637	-0.0004170	0.2107302	0.2569399	0.0424991	-0.0309198	-0.2108975	-0.2604348	-0.0449310	0.0327256
152.8500000	-2871.0000000	0.0003762	0.0003871	0.0003737	0.0003363	-0.0003742	-0.0003843	-0.0003715	-0.0003345	0.2100807	0.2494594	-0.2221007	-0.2708101	-0.2105307	-0.2526482	0.2196728	0.2731020
154.5500000	3070.0000000	0.0003681	0.0003785	0.0003660	0.0003289	-0.0003659	-0.0003764	-0.0003632	-0.0003275	0.2080324	0.2622609	0.2971063	0.1962904	-0.2078928	-0.2663234	-0.2996792	-0.1947109
155.8400000	122.8099976	0.0004413	0.0004543	0.0004392	0.0003940	-0.0004385	-0.0004511	-0.0004358	-0.0003918	0.2109477	0.2572618	0.0424266	-0.0312759	-0.2111253	-0.2608660	-0.0449188	0.0331352
